"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"1881846","Cozy sunny room in the heart of the city","586409","Ahmed","Manhattan","Midtown","40.75375","-73.96556","Private room","130","2","128","2019-05-28","1.88","1","294"
"1885385","Large Sunny Room","9522524","Nancy","Brooklyn","Canarsie","40.64448","-73.89222","Private room","38","5","72","2018-03-16","1.11","5","349"
"1885714","Nice Bedroom in Central Bushwick!","2673168","David","Brooklyn","Bushwick","40.70343","-73.91343","Private room","53","1","38","2019-05-25","0.55","1","312"
"1885826","LOFT-CentralPrk/TimeSq/TheaterDist1","32704","LoftMidtownNYC","Manhattan","Hell's Kitchen","40.76296","-73.98641","Private room","125","4","108","2019-06-23","1.69","1","285"
"1886240","June 30 Th to August 31 st","9813233","Tao","Manhattan","SoHo","40.72617","-74.00141","Entire home/apt","245","1","0","","0","1","0"
"1886294","quitissential brooklyn loft","9813350","Jeremy","Brooklyn","DUMBO","40.70289","-73.98583","Entire home/apt","150","9","0","","0","1","0"
"1886978","Sunny & Budget Friendly","9522524","Nancy","Brooklyn","Canarsie","40.64674","-73.89501","Private room","32","5","85","2019-06-16","1.25","5","155"
"1887291","Private, Peaceful Times Square 1BR","9817733","Ana","Manhattan","Hell's Kitchen","40.75406","-73.99376","Entire home/apt","160","3","158","2019-06-15","2.33","1","188"
"1887489","Gracious Brooklyn Limestone","9818634","Lara","Brooklyn","Prospect-Lefferts Gardens","40.66173","-73.95382","Entire home/apt","175","1","0","","0","1","0"
"1887874","Big, bright, Williamsburg bedroom","9820312","Brandon","Brooklyn","Williamsburg","40.70711","-73.94457","Private room","40","7","0","","0","1","331"
"1888006","14 Min 2Union Sq, Manhattan with Private Entrance","9820942","Erica And Jorel","Brooklyn","Bushwick","40.70565","-73.92254","Private room","58","1","236","2019-06-24","3.45","3","350"
"1890851","Stylish,Sunny, spacious luxury loft","6321587","Bud","Brooklyn","Bedford-Stuyvesant","40.68166","-73.94325","Entire home/apt","149","2","20","2019-06-09","0.31","1","355"
"1891017","Awesome Huge Studio - NYC Center","9794342","Pavel","Manhattan","Chelsea","40.75066","-74.00377","Entire home/apt","200","3","35","2016-08-22","0.55","1","0"
"1891118","Large Studio apartment","9831559","Cassi","Brooklyn","Bedford-Stuyvesant","40.68285","-73.95112","Entire home/apt","100","4","10","2017-06-06","0.24","1","0"
"1891274","Clinton Hill 1BR in charming 2BR","9832158","Daniel","Brooklyn","Bedford-Stuyvesant","40.68442","-73.95639","Private room","50","2","6","2017-10-24","0.12","1","0"
"1891798","The Spencer","3196987","Stephanie","Brooklyn","Bedford-Stuyvesant","40.69181","-73.95366","Entire home/apt","97","5","44","2018-12-31","1.5","1","66"
"1892319","Private BR in Chelsea (women or couples only)","3416555","Anya","Manhattan","Chelsea","40.74793","-74.00691","Private room","84","2","143","2019-05-04","2.13","1","311"
"1893225","Modern, spacious 2 BR, 2 Bath - BK","1297675","Helena","Brooklyn","Prospect Heights","40.68049","-73.97302","Entire home/apt","275","4","19","2018-08-07","0.28","2","205"
"1895196","Apt near Museum Mile","9847713","Ksenia","Manhattan","Upper East Side","40.76981","-73.95812","Entire home/apt","99","2","249","2019-06-20","3.63","1","172"
"1895457","Greenpoint Studio w/ 2 cats","9848620","Kevin","Brooklyn","Greenpoint","40.72587","-73.94122","Entire home/apt","70","5","2","2016-08-23","0.06","1","26"
"1897447","Large Garden Apartment","9856784","Cristobal","Brooklyn","Gowanus","40.68374","-73.98558","Entire home/apt","145","3","266","2019-07-02","4.49","1","224"
"1898110","Charming one bedroom in brownstone","9520651","Vivian","Brooklyn","Gowanus","40.68323","-73.98643","Private room","200","2","0","","0","1","365"
"1899076","14 min to Union Square, Manhattan-Sunny Modern Rm","9820942","Erica And Jorel","Brooklyn","Bushwick","40.70505","-73.92281","Private room","59","1","238","2019-05-12","3.46","3","320"
"1900616","nice furnished room ground floor","5097458","Nes","Brooklyn","Williamsburg","40.71863","-73.94575","Private room","70","3","30","2018-11-07","0.6","1","364"
"1900780","1000 Sq Ft Loft in Flatiron.","9870396","Damian","Manhattan","Gramercy","40.73892","-73.98922","Entire home/apt","249","4","26","2019-01-03","0.62","1","281"
"1901357","Spring in Ditmas Park Brooklyn!!!","9872650","Patrick","Brooklyn","Flatbush","40.6406","-73.96195","Entire home/apt","70","4","26","2018-05-19","0.39","1","81"
"1903198","Time Square in 30 minutes. Front room.","3158364","Devika","Queens","Sunnyside","40.73673","-73.92526","Private room","45","5","70","2019-06-30","2.23","4","250"
"1903249","The heart of Manhattan - NYC","3187531","Michelle","Manhattan","Chelsea","40.74676","-74.00234","Private room","75","1","202","2019-06-05","3.19","1","0"
"1903288","Beautiful and spacious  bedroom in Williamsburg","7849107","Nicholas","Brooklyn","Williamsburg","40.71351","-73.94316","Private room","70","6","1","2017-08-26","0.04","2","0"
"1905865","Zen & Cozy 2Bedroom in Williamsburg","2332618","Alison","Brooklyn","Williamsburg","40.70727","-73.95459","Entire home/apt","159","1","15","2019-05-26","0.22","2","194"
"1906804","Private Master Bedroom w/Garden 14 min to Union Sq","9820942","Erica And Jorel","Brooklyn","Bushwick","40.70561","-73.92515","Private room","55","1","227","2019-06-14","3.31","3","341"
"1906993","Lower East Side Penthouse Room w/ Epic Views","4358024","Jonathan","Manhattan","Lower East Side","40.72147","-73.98806","Private room","228","1","2","2019-06-23","0.22","2","365"
"1907058","PRIVATE ROOM #2 STARTING AT $67 PER NIGHT","9898029","Anthony","Brooklyn","East Flatbush","40.64913","-73.92525","Private room","67","5","17","2018-09-23","0.25","5","308"
"1908767","Large Bedroom in the East Village","9888877","Jessica","Manhattan","East Village","40.72745","-73.98344","Private room","119","3","1","2013-12-15","0.01","1","0"
"1908852","Oversized Studio By Columbus Circle","684629","Alana","Manhattan","Upper West Side","40.7706","-73.98919","Entire home/apt","189","1","7","2016-05-06","0.13","1","0"
"1912357","Brooklyn apt, hip hood, with a view","9921108","Amy","Brooklyn","Crown Heights","40.67801","-73.96106","Entire home/apt","83","7","2","2014-10-14","0.03","1","0"
"1913540","Cute Spacious Studio in Fort Greene","325455","Ashley","Brooklyn","Fort Greene","40.68516","-73.97461","Entire home/apt","120","1","2","2015-10-26","0.03","1","0"
"1914231","Perfect Harlem, New York Retreat","9709235","Ferris","Manhattan","Harlem","40.81056","-73.943","Entire home/apt","140","2","322","2019-07-01","4.71","1","258"
"1914381","Bedroom for one","9909455","Nicole","Manhattan","Harlem","40.82954","-73.94436","Private room","45","4","7","2019-06-23","2.26","1","32"
"1914461","Space, elegance, and comfort - Room","9930219","Arlene","Manhattan","East Harlem","40.80029","-73.94294","Private room","90","3","7","2016-02-27","0.11","1","310"
"1914590","Nice clean large Bedroom in Astoria","6194487","Rocio & James","Queens","Astoria","40.76425","-73.90489","Private room","79","1","108","2019-05-30","2.68","3","313"
"1914630","Comfy, Spacious, Modern, Sweet Home","342599","Charlotte And Pierre","Brooklyn","Bedford-Stuyvesant","40.69309","-73.95921","Private room","100","3","15","2018-08-16","0.22","1","0"
"1914759","Urban Oasis in Chelsea","9931428","Joseph","Manhattan","Chelsea","40.74276","-74.00016","Entire home/apt","225","2","0","","0","1","17"
"1914787","Your home away from home in Comfort","9509269","Carlos","Queens","Briarwood","40.71477","-73.82012","Private room","66","5","95","2019-05-25","1.39","2","301"
"1917629","Gorgeous duplex 1 BR Brownstone apt","5453550","Christine & James","Brooklyn","Clinton Hill","40.69414","-73.96634","Entire home/apt","140","3","123","2019-06-07","1.8","3","244"
"1918693","Lovely Bedrooms in Artist's Home","9947332","Lorelei & Alex","Brooklyn","Clinton Hill","40.68474","-73.9632","Private room","98","4","245","2019-06-10","3.61","1","247"
"1918903","Private 2 BR APT: Free WIFI & JACUZZI","5243122","R","Brooklyn","Bedford-Stuyvesant","40.67963","-73.9375","Entire home/apt","140","3","156","2019-04-25","2.36","2","230"
"1919647","2 floor Apt w 300sqft Terrace","9951559","Evan","Manhattan","Lower East Side","40.72083","-73.98755","Entire home/apt","195","2","71","2019-06-23","1.04","1","222"
"1919766","Full of Harlem Soul & Charm","9501531","Andre","Manhattan","Harlem","40.82438","-73.94332","Private room","60","1","245","2019-07-07","3.6","3","336"
"1919896","Sunny 2 bedroom in Prospect/Crown Heights","1345452","Nico","Brooklyn","Crown Heights","40.67689","-73.95878","Entire home/apt","150","5","11","2017-05-25","0.16","1","0"
"1921859","Adorable 1BD Home with view of NYC","9959323","Lauren","Queens","Astoria","40.77453","-73.92833","Entire home/apt","130","4","17","2017-05-06","0.25","1","347"
"1922448","Sunny bedroom in Williamsburg","8740210","Angelica","Brooklyn","Williamsburg","40.71278","-73.94035","Private room","75","3","1","2015-11-13","0.02","1","0"
"1922863","Bi-level Loft with a Private Garden","915973","Donald P.","Brooklyn","Williamsburg","40.71715","-73.95527","Entire home/apt","248","3","57","2019-06-06","0.9","1","344"
"1925224","Beautiful, large, charming spot","9946315","Susan","Brooklyn","Williamsburg","40.71758","-73.9543","Entire home/apt","250","8","79","2019-07-01","1.16","1","78"
"1925519","Sublet: $490/Wk","2765870","Amarie2131","Manhattan","Lower East Side","40.7193","-73.98986","Private room","80","1","1","2015-11-01","0.02","1","0"
"1928556","Private Apt, Large, Safe / 5mins to TIMES SQUARE","4482351","Zoey","Manhattan","Hell's Kitchen","40.76143","-73.99223","Entire home/apt","140","5","17","2019-04-08","0.25","2","2"
"1928570","Studio Apt. in Williamsburg, Brooklyn, NY","4393792","Jose C.","Brooklyn","Williamsburg","40.71532","-73.94581","Entire home/apt","120","3","5","2018-11-04","0.26","1","0"
"1928961","Futon 2.0","9989761","Gaudhi","Manhattan","Harlem","40.80026","-73.95197","Shared room","45","3","229","2019-06-22","3.36","2","312"
"1929041","BEST PRICE - WILLIAMSBURG 1 ROOM","9265204","Gianni","Brooklyn","Williamsburg","40.70576","-73.94827","Private room","100","1","1","2015-09-06","0.02","2","44"
"1929186","Modern Bright Loft in Clinton Hill","9990552","Susan","Brooklyn","Bedford-Stuyvesant","40.69135","-73.95859","Entire home/apt","175","2","52","2019-07-04","1.26","1","264"
"1929321","Quiet 1br in a Mansion!","9991075","Erika","Brooklyn","Clinton Hill","40.68492","-73.96669","Entire home/apt","130","1","16","2017-04-17","0.38","2","0"
"1929540","2 floor loft in Gramercy park","6846161","Stefano","Manhattan","Kips Bay","40.73772","-73.98025","Entire home/apt","175","3","9","2014-06-21","0.13","1","0"
"1931341","Cozy bedroom on Wall Street","9997988","Jagriti","Manhattan","Financial District","40.70602","-74.0072","Private room","40","1","0","","0","1","0"
"1932094","HEART OF NYC! AMAIZING LOCATION!, SUPER ROOM","10001478","Anya","Manhattan","Midtown","40.76135","-73.97785","Private room","85","4","29","2017-04-01","0.42","1","13"
"1932491","Best View/Luxury Building/Time Squ.","10003254","Mac","Manhattan","Hell's Kitchen","40.75887","-73.99475","Private room","105","4","10","2016-06-26","0.2","1","0"
"1934444","Havemeyer Holiday","4393358","Cj","Brooklyn","Williamsburg","40.71674","-73.95262","Private room","80","10","5","2014-11-01","0.07","1","0"
"1934512","Penthouse studio w/ skylights and skyline views","2317686","Bryan","Brooklyn","Clinton Hill","40.6912","-73.96686","Entire home/apt","150","7","37","2019-06-09","0.6","1","39"
"1934765","One Bedroom Apt, Suitable for Two","10012271","Karmesha","Bronx","Parkchester","40.83645","-73.86634","Entire home/apt","195","5","1","2015-01-01","0.02","1","0"
"1935109","Unique sunny loft in Manhattan!","1319462","Zi Ying","Manhattan","Lower East Side","40.71972","-73.99299","Entire home/apt","249","2","230","2019-06-28","3.39","2","166"
"1935175","cute 2BD apt in greenpoint","239829","Lauren","Brooklyn","Greenpoint","40.73419","-73.95493","Entire home/apt","140","7","1","2016-08-16","0.03","1","0"
"1935302","COZY and WARM Garden Apartment","10008086","Brandon","Brooklyn","Fort Greene","40.69117","-73.97047","Entire home/apt","180","2","72","2019-07-07","3.12","1","290"
"1935826","Priv room in 3 bdrm apt - Room ""C""","9207223","Ryan","Manhattan","Harlem","40.80688","-73.94932","Private room","90","3","1","2015-10-14","0.02","3","177"
"1936633","Great 1BD waterfront City Island NY","10018391","Alex","Bronx","City Island","40.85258","-73.78762","Entire home/apt","120","3","84","2018-12-01","1.26","1","16"
"1936772","Private Ground Floor Studio Apt PLUS Driveway","2274545","Kerri & Steve","Queens","Middle Village","40.71576","-73.86268","Entire home/apt","85","2","97","2019-07-01","1.43","1","230"
"1937226","Awesome Harlem House 3 bdr 2 floors","8826175","Grover","Manhattan","Harlem","40.80874","-73.94756","Entire home/apt","174","3","177","2019-06-11","2.62","3","165"
"1937325","2Br East Village VERY Spacious Apt.","5048868","Matthew","Manhattan","East Village","40.72815","-73.98059","Entire home/apt","295","1","261","2019-06-08","3.82","1","245"
"1937761","Modern & Quiet 2bdr Astoria - 2 blocks from Subway","3294551","Michelangelo","Queens","Astoria","40.7582","-73.91687","Entire home/apt","180","3","77","2019-06-11","1.35","1","254"
"1939106","Charming 1BR in the East Village","3710931","Stephanie","Manhattan","East Village","40.72997","-73.98497","Entire home/apt","172","1","18","2018-07-16","0.27","1","0"
"1939283","Wyckoff Street Garden Apartment","7329934","Laurence","Brooklyn","Gowanus","40.68437","-73.98654","Entire home/apt","130","5","36","2019-06-29","0.53","1","224"
"1940534","Big specious room is Manhattan!!!","5164854","Lilia","Manhattan","Harlem","40.82024","-73.93799","Private room","52","7","19","2019-01-31","0.28","8","324"
"1940780","Amazing Greenpoint/Williamsburg Apt","576056","Flick","Brooklyn","Greenpoint","40.72318","-73.94931","Entire home/apt","220","1","2","2014-08-03","0.03","1","0"
"1941439","Private Room next to Park - 5 mins to subways!!","10041857","Veronica","Manhattan","East Harlem","40.79629","-73.94769","Private room","85","2","36","2019-06-26","0.53","1","288"
"1941495","Huge Garden Duplex, 20 min Manhattan!","1430695","Julia, Anthony, Apollo & Atlas","Brooklyn","Bushwick","40.68626","-73.91324","Entire home/apt","249","3","76","2019-07-05","1.13","1","40"
"1944155","Funky Furnished Studio on Tree-Lined Street","7720086","Henri-Leon","Brooklyn","Fort Greene","40.68605","-73.97517","Entire home/apt","119","6","7","2019-06-11","0.25","1","0"
"1944891","Spacious one bedroom apartment","861330","Joseph","Brooklyn","Williamsburg","40.70139","-73.94499","Entire home/apt","49","7","0","","0","3","0"
"1945115","Beautiful Luxury Room in Central Harlem/Columbia","10061009","Minetta","Manhattan","Harlem","40.80419","-73.95582","Private room","90","4","57","2019-07-05","2.67","1","74"
"1947400","1BD Cozy Chelsea Apartment","10071397","Trevor","Manhattan","Chelsea","40.74328","-73.99742","Entire home/apt","200","4","4","2018-08-20","0.06","1","0"
"1948494","Amazing 550 Sq Ft Studio Apartment.","9950152","Dawn & Vernon","Brooklyn","East Flatbush","40.63803","-73.94894","Entire home/apt","97","3","177","2019-07-07","2.64","1","272"
"1950311","Bright, cozy East Williamsburg home","8551260","Hannah","Brooklyn","Williamsburg","40.70604","-73.94457","Entire home/apt","151","5","39","2019-06-18","0.58","2","0"
"1950318","NYC Theatre District 1 Bdrm Apt","10074602","Shane","Manhattan","Hell's Kitchen","40.76435","-73.99054","Entire home/apt","200","5","0","","0","1","0"
"1950588","Newly Renovated One Bedroom","10087095","Brian","Manhattan","Little Italy","40.7193","-73.99781","Entire home/apt","200","3","41","2019-06-10","0.6","1","0"
"1950603","Cozy NYC apt. 10min to Central Park","8048803","Daan","Queens","Long Island City","40.75401","-73.91757","Entire home/apt","82","5","2","2015-07-25","0.03","1","0"
"1952271","Super Clean 1 bedroom Upper West Side","4259154","Christine","Manhattan","Upper West Side","40.80009","-73.97009","Entire home/apt","130","1","87","2019-07-07","1.42","1","5"
"1953636","large private bedroom in shared ap","1294674","Alex","Brooklyn","Fort Greene","40.68508","-73.97393","Private room","69","2","12","2019-06-24","0.18","1","6"
"1953928","Huge 2 Bedrooms NYC","10100413","A","Queens","Astoria","40.76266","-73.91451","Entire home/apt","150","1","89","2019-01-20","1.32","1","148"
"1954429","Scenic 1 Bedroom sleeps 4","10102581","Deborah","Manhattan","Washington Heights","40.85516","-73.93717","Entire home/apt","150","4","0","","0","1","0"
"1954450","Spacious Sunny Designer 1 Bedroom in East Village","2266169","Erika","Manhattan","East Village","40.72187","-73.98083","Entire home/apt","150","2","221","2019-06-18","3.3","1","215"
"1954495","East Village gem!","10102809","Jennifer","Manhattan","East Village","40.7281","-73.98671","Entire home/apt","100","3","2","2014-12-19","0.03","1","0"
"1954653","FIVE STAR LIGHT-FILLED DUPLEX - PRIVATE DECK","10103520","Graham","Manhattan","Kips Bay","40.74423","-73.97614","Entire home/apt","195","4","30","2019-05-28","0.45","1","4"
"1955844","Charming 1BD Apt in Classy Brownstone by Union Sq","1308525","Otilia","Manhattan","Chelsea","40.73925","-73.99359","Entire home/apt","251","5","26","2018-11-23","0.43","1","14"
"1956346","THE HEART OF COOL WILLIAMSBURG NYC","5278115","Marc","Brooklyn","Williamsburg","40.71746","-73.9607","Entire home/apt","200","1","1","2015-01-02","0.02","1","320"
"1956467","Big, beautiful, central 1BD in Brooklyn","1500550","Shira","Brooklyn","Prospect Heights","40.67475","-73.96385","Entire home/apt","100","6","5","2017-12-30","0.07","1","0"
"1958765","Stylish 1 BR Loft Apt Williamsburg","10123248","Sylvana","Brooklyn","Williamsburg","40.71688","-73.94584","Entire home/apt","250","2","88","2019-05-28","1.31","1","223"
"1960358","Couples and Family Paradise.","10129919","Jorge","Brooklyn","Cypress Hills","40.68528","-73.87819","Entire home/apt","80","3","225","2019-06-30","3.49","2","250"
"1961288","Gorgeous Modern Downtown Condo with Stunning Views","1321170","Dave","Manhattan","Lower East Side","40.72139","-73.99271","Entire home/apt","220","2","85","2019-06-20","1.27","1","305"
"1961361","Private Master BR in 3 BR Apt","10134825","Kara","Manhattan","Lower East Side","40.71286","-73.98437","Private room","102","2","6","2016-01-02","0.13","4","0"
"1961937","Lovely 2 bedroom apartment","3899946","Anna","Manhattan","Harlem","40.8233","-73.95591","Entire home/apt","120","5","8","2016-04-04","0.12","1","0"
"1965103","Quiet and Sunny studio in EV","10150931","Pierre","Manhattan","East Village","40.72811","-73.98663","Entire home/apt","170","2","7","2016-09-25","0.11","1","312"
"1965712","Lovely large 1-bdrm apt UWS","10153235","Tammie","Manhattan","Upper West Side","40.78122","-73.98473","Entire home/apt","235","1","0","","0","1","0"
"1965766","LARGE Studio in elevator building!","10153970","Lindsay","Manhattan","Upper East Side","40.76876","-73.95979","Entire home/apt","149","1","1","2016-04-11","0.03","1","0"
"1967045","Top Floor Brooklyn Pad 1.5Bd/1Bth","9975193","Julianna & Lawrence","Brooklyn","Park Slope","40.67694","-73.9813","Entire home/apt","180","3","6","2018-07-30","0.13","1","0"
"1970017","Chic & Cheerful Home in Williamsburg, Brooklyn","2052364","Melissa","Brooklyn","Williamsburg","40.71367","-73.95673","Private room","89","1","25","2019-06-16","0.43","1","78"
"1970574","Park Slope Townhouse TOP FLOOR","579495","Susi","Brooklyn","South Slope","40.66579","-73.98991","Entire home/apt","199","2","31","2019-06-17","0.52","2","220"
"1970697","Lovely & Large Private Queen Bedroom","3388950","Amaya","Brooklyn","Bedford-Stuyvesant","40.69484","-73.9342","Private room","72","5","62","2019-07-01","1.05","6","140"
"1970915","Private Backyard! Beautiful 1BR apartment.","10176907","Maria","Brooklyn","Bushwick","40.70022","-73.91441","Entire home/apt","80","7","6","2016-11-14","0.12","1","3"
"1971200","Big Room by Times Square","10178252","Tino","Manhattan","Hell's Kitchen","40.76636","-73.98634","Private room","99","3","160","2019-05-31","2.36","1","133"
"1971540","Sunny Midtown NYC Room","10179999","Joseph","Manhattan","Upper West Side","40.77021","-73.98721","Private room","150","1","157","2019-06-28","2.49","1","365"
"1973889","Exposed Brick Wall Bedroom","3020145","Eva","Manhattan","SoHo","40.72493","-74.00193","Private room","106","2","191","2019-06-23","2.81","1","291"
"1975069","Loft Bedroom in Duplex 3BR & Private Roof","151654","Brad","Manhattan","Greenwich Village","40.72796","-73.99761","Private room","150","2","7","2017-12-02","0.12","1","0"
"1975168","Fantastic Williamsburg Waterfront!","1351409","Katie","Brooklyn","Williamsburg","40.70978","-73.96854","Private room","100","3","15","2019-06-04","0.24","1","358"
"1975999","Luxury studio","10200352","Marie","Manhattan","Chelsea","40.74163","-73.99857","Entire home/apt","189","3","9","2019-05-13","0.87","1","0"
"1977888","East Village Studio Super location","9878261","Sam","Manhattan","East Village","40.72679","-73.98598","Entire home/apt","120","1","73","2019-01-01","1.07","1","49"
"1978445","Bedroom in East Williamsburg","8551260","Hannah","Brooklyn","Williamsburg","40.70608","-73.94269","Private room","100","4","3","2014-09-30","0.05","2","0"
"1979506","Cozy duplex on the Upper East side!","10071119","Nora","Manhattan","Upper East Side","40.76838","-73.95481","Private room","100","1","1","2014-01-02","0.01","1","0"
"1979579","Best Central Park/NYC View Apt","8219931","Jason","Manhattan","Upper West Side","40.78468","-73.97137","Entire home/apt","300","1","0","","0","1","0"
"1979744","Bright & Budget Friendly","9522524","Nancy","Brooklyn","Canarsie","40.64605","-73.89382","Private room","33","5","84","2019-06-27","1.25","5","295"
"1979848","1 BR  in a luxury apt bldg","10217559","Mary Elizabeth","Brooklyn","Park Slope","40.67122","-73.98618","Entire home/apt","175","1","0","","0","1","0"
"1980179","Best of the East Village Cozy 2 Bedroom","18174","Katya","Manhattan","East Village","40.72862","-73.98885","Entire home/apt","142","1","214","2019-07-05","3.17","1","242"
"1981410","Spacious 1 bed near train!","6638763","Terry & Kristen","Queens","Ditmars Steinway","40.77906","-73.91265","Entire home/apt","135","3","38","2019-07-02","0.62","1","243"
"1981590","Loft 15 - 20 minutes to Manhattan","10225447","Giovani","Brooklyn","Bushwick","40.69937","-73.91463","Entire home/apt","135","3","164","2019-01-05","2.45","1","325"
"1981669","1 Bedroom Apartment Lefferts Garden","10226006","Ester","Brooklyn","Prospect-Lefferts Gardens","40.66362","-73.94926","Entire home/apt","80","5","19","2018-08-18","0.28","1","0"
"1983188","1BR near Columbia / Central Park","1521508","Jose","Manhattan","Upper West Side","40.79859","-73.96078","Private room","80","3","38","2019-06-26","0.59","1","344"
"1983466","A Cozy Creative Room for Nomads","2777672","Kalae","Manhattan","Upper West Side","40.80168","-73.96253","Private room","87","2","272","2019-06-16","4.02","3","133"
"1984390","Big Cozy Studio","10238618","Zeynep","Manhattan","Upper East Side","40.77556","-73.9483","Entire home/apt","275","2","2","2015-05-08","0.03","1","0"
"1984486","Comfortable Brown Stone apartment","10239152","Joyce","Brooklyn","Crown Heights","40.67468","-73.94184","Entire home/apt","150","2","43","2019-04-27","0.64","1","285"
"1985022","Large Light Filled Apartment","10241822","Jessica","Brooklyn","Crown Heights","40.67148","-73.95698","Private room","50","5","3","2019-01-03","0.16","1","0"
"1987371","Williamsburg, prime loction, Brooklyn private room","1525582","Christina","Brooklyn","Williamsburg","40.71971","-73.95998","Private room","79","3","176","2019-06-21","2.63","1","37"
"1987546","nice room in bedstuy A","6885157","Randy","Brooklyn","Bedford-Stuyvesant","40.68248","-73.95149","Private room","60","1","93","2019-04-22","1.38","15","305"
"1987584","Home Sweet Room-HOMEY-Queens NYC!!","4113132","Jacqueline & Tyas","Queens","Elmhurst","40.73943","-73.87475","Private room","45","3","49","2019-04-25","0.77","3","307"
"1987627","1BD Upper West Side NYC","10251511","Jordan","Manhattan","Upper West Side","40.78918","-73.97927","Entire home/apt","120","2","5","2016-01-01","0.07","1","0"
"1987949","3 Bedroom Apt. in Washington Height","10252755","Lauren","Manhattan","Washington Heights","40.84082","-73.93896","Entire home/apt","145","3","1","2014-01-02","0.01","1","0"
"1988823","Family Friendly Apt in Quiet Building","10256663","Rachel","Manhattan","Harlem","40.81402","-73.94358","Entire home/apt","175","3","136","2019-07-02","2","1","171"
"1989731","1br Near Everything in East Village","1674102","Heidi","Manhattan","East Village","40.72886","-73.98036","Entire home/apt","137","7","6","2016-03-25","0.11","1","0"
"1989972","Cozy & Nice Bedroom in an Apt/NYC.","10262420","Cesar","Manhattan","East Harlem","40.78813","-73.94495","Private room","86","4","37","2019-06-30","0.97","1","22"
"1992751","Bushwick House","10258336","Angelo","Brooklyn","Bushwick","40.70618","-73.91669","Entire home/apt","90","3","0","","0","1","0"
"1994548","luxury bldg for the coming holiday","10280728","Uri","Manhattan","Roosevelt Island","40.77","-73.94285","Entire home/apt","150","1","0","","0","1","0"
"1997487","Luxury Doorman 1BR  Best part of NY","374305","Pedro","Manhattan","Hell's Kitchen","40.76485","-73.98752","Entire home/apt","250","5","7","2019-06-16","0.32","1","314"
"1997957","Winter Fun in Brooklyn!!!","10294443","Shari","Brooklyn","Crown Heights","40.67497","-73.95879","Entire home/apt","105","4","2","2014-12-31","0.03","1","0"
"1998026","Bright, serene apt in Fort Greene/Clinton Hill","10294707","Amanda","Brooklyn","Clinton Hill","40.69025","-73.96704","Entire home/apt","130","2","15","2019-04-21","0.41","1","0"
"2000156","Nice & cozy -  15min to Times Square-","3767367","Regina","Manhattan","Upper East Side","40.7838","-73.9482","Private room","90","3","97","2019-07-01","2.39","3","332"
"2000576","3BR in a classic 1925 BK Limestone","10263251","Marietta","Brooklyn","Crown Heights","40.66952","-73.94377","Entire home/apt","150","3","154","2019-06-24","2.27","1","218"
"2000611","Cute brick wall apt. 2BR","10304755","Michael","Brooklyn","Williamsburg","40.71002","-73.95802","Entire home/apt","150","4","42","2019-06-11","0.62","2","0"
"2003180","NEW YORK CITY HOME in MANHATTAN","6716330","Chris","Manhattan","Inwood","40.8639","-73.92808","Entire home/apt","225","3","127","2019-06-08","1.89","3","157"
"2008122","Large 1 Bedroom Apt in Park Slope","10335193","Whitney","Brooklyn","South Slope","40.66928","-73.98662","Entire home/apt","150","1","3","2014-08-01","0.04","1","0"
"2008190","Private: The Grey Room","8481125","Thomas","Manhattan","Upper East Side","40.76273","-73.95866","Private room","120","1","12","2016-09-22","0.19","2","206"
"2008227","Private Studio in Private Home","9539641","Dianne","Bronx","North Riverdale","40.90804","-73.90005","Private room","53","2","143","2019-06-30","2.13","1","263"
"2010787","Amazing Williamsburg/Greenpoint Apt w/ 2 Terraces!","1859395","Beto","Brooklyn","Williamsburg","40.71861","-73.94362","Shared room","175","1","7","2016-11-26","0.1","1","0"
"2010971","Gorgeous 1BR brownstone","4803115","Daniel","Manhattan","Harlem","40.8083","-73.9439","Entire home/apt","150","1","5","2015-08-19","0.08","1","0"
"2011212","West Village Charm and Quiet!","7683195","Brenton","Manhattan","SoHo","40.72778","-74.0086","Entire home/apt","162","2","18","2019-06-22","0.26","1","247"
"2011692","STAYING IN MANHATTAN","2933058","Anne","Manhattan","Morningside Heights","40.80446","-73.96366","Private room","95","4","9","2018-10-13","0.13","1","0"
"2012104","Spacious haven near Riverside park, subway, and CU","10352213","Nicole","Manhattan","Morningside Heights","40.81615","-73.96156","Private room","55","2","19","2018-01-08","0.79","2","0"
"2012368","Amazing Downtown With Rooftop","1364042","Jake","Manhattan","Chinatown","40.71695","-73.99178","Entire home/apt","117","5","221","2019-06-13","3.27","2","163"
"2012424","Thanksgiving in Manhattan Luxury Suite","275744","Xander","Manhattan","Midtown","40.76542","-73.98081","Entire home/apt","175","2","4","2018-11-25","0.12","1","0"
"2013807","Magic Manhattan with Rooftop","1364042","Jake","Manhattan","Lower East Side","40.71914","-73.99174","Entire home/apt","189","5","220","2019-06-23","3.25","2","271"
"2014701","Studio Apt. on Upper West Side","10363037","Molly","Manhattan","Upper West Side","40.78021","-73.9805","Entire home/apt","150","2","7","2016-10-10","0.18","1","0"
"2015094","Private room in Manhattan","10364678","Dany","Manhattan","Inwood","40.86888","-73.92059","Private room","45","2","36","2016-06-11","0.57","2","188"
